_id , RA  , Dec  , CounterpartRA , CounterpartDEC , LII , BII , bat70_name , Type , other_name , SNR , Flux15-195KeV, Flux_low , Flux_high , Redshift , lum , Error radius, Chi^2 , Gamma , Gamma_low , Gamma_high
1062 , 301.61458 , 56.3455 , 301.638885 , 56.343498 , "90.38" , "12.76" , "SWIFT J2006.5+56" , "Sy2" , " " , 5.8 , 10.21 , 7.05 , 13.82 , 0.043 , 43.645 , 4.88 , 0.4 , 2.3 , 1.85 , 2.86
1063 , 302.39542 , -48.84494 , 302.355804 , -48.8316 , "350.36" , "-32.63" , "SWIFT J2009.6-48" , "BL Lac" , " " , 4.8 , 10.38 , 6.33 , 15.1 , 0.071 , 44.105 , 5.8 , 0.4 , 2.16 , 1.6 , 2.89
1064 , 302.61833 , -25.33428 , 302.582458 , -25.39967 , "17.08" , "-27.85" , "SWIFT J2010.6-25" , "SRC/X-RAY/RAD" , "PMN J2010-2524" , 5.9 , 14.66 , 9.61 , 20.44 , -1 , -9.9 , 4.75 , 0.5 , 1.96 , 1.44 , 2.54
1065 , 302.9975 , -56.80544 , 303.125397 , -56.816502 , "340.89" , "-33.33" , "SWIFT J2012.0-56" , "Galaxy Cluste" , " " , 6.1 , 9.12 , 6.73 , 11.94 , 0.056 , 43.827 , 4.57 , 0.2 , 3.58 , 2.9 , 4.56
1066 , 302.86458 , -15.734 , 302.81546 , -15.777848 , "27.17" , "-24.63" , "SWIFT J2011.5-15" , "QSO/FSRQ" , " " , 5.2 , 19.23 , 12.87 , 26.31 , 1.18 , 47.18 , 5.43 , 0.9 , 1.53 , 1 , 2.1
1067 , 302.6575 , 47.99406 , 302.57251 , 48.005943 , "83.46" , "7.88" , "SWIFT J2010.7+48" , "Sy2" , " " , 5.3 , 13.26 , 9.09 , 17.87 , 0.025 , 43.294 , 5.3 , 1.3 , 1.68 , 1.26 , 2.14
1068 , 303.76125 , 25.38814 , 303.747009 , 25.3836 , "64.98" , "-5.25" , "SWIFT J2015.2+25" , "AGN" , "NVSS J201500+2" , 5.4 , 15.5 , 10.61 , 20.96 , 0.045 , 43.873 , 5.21 , 0.6 , 1.71 , 1.22 , 2.23
1069 , 303.90125 , 37.183 , 303.869995 , 37.182999 , "74.88" , "1.2" , "SWIFT J2015.9+37" , "Blazar" , "ZOAG G074.87+0" , 7.9 , 19.23 , 14.94 , 23.91 , -1 , -9.9 , 3.54 , 0.7 , 1.91 , 1.57 , 2.26
1070 , 304.47458 , -55.64139 , 304.505005 , -55.659 , "342.28" , "-34.16" , "SWIFT J2018.4-55" , "NLRG" , " " , 12 , 32.25 , 27.4 , 37.35 , 0.06 , 44.445 , 2.36 , 1 , 1.82 , 1.61 , 2.04
1071 , 304.68875 , 40.67069 , 304.661285 , 40.683399 , "78.11" , "2.64" , "SWIFT J2018.8+40" , "Sy2" , "IGR J20187+404" , 11.9 , 28.47 , 24.39 , 32.76 , 0.014 , 43.122 , 2.38 , 1.9 , 1.91 , 1.71 , 2.11
1072 , 305.47583 , 44.00517 , 305.454407 , 44.011002 , "81.2" , "4.05" , "SWIFT J2021.9+44" , "Sy2" , "SWIFT J2021.7+" , 5.6 , 13.72 , 9.76 , 18.14 , 0.017 , 42.951 , 5.05 , 1.5 , 1.81 , 1.42 , 2.22
1073 , 306.00625 , -2.75453 , 306.003387 , -2.7575 , "41.37" , "-21.8" , "SWIFT J2024.0-02" , "SRC/X-RAY" , " " , 4.9 , 11.32 , 6.86 , 16.77 , -1 , -9.9 , 5.67 , 0.8 , 2.43 , 1.74 , 3.45
1074 , 306.78625 , -2.31908 , 306.732819 , -2.277535 , "42.18" , "-22.28" , "SWIFT J2027.1-02" , "Sy2" , " " , 5.4 , 12.59 , 8.34 , 17.56 , 0.029 , 43.39 , 5.15 , 0.7 , 2.3 , 1.77 , 2.96
1075 , 307.69458 , -75.49611 , 307.673615 , -75.545197 , "318.53" , "-32.36" , "SWIFT J2030.2-75" , "QSO Sy1" , "6dF J2030416-7" , 6 , 12.1 , 8.53 , 16.08 , 0.114 , 44.611 , 4.68 , 1.1 , 2.1 , 1.7 , 2.56
1076 , 307.37667 , -61.78772 , 307.380219 , -61.819084 , "334.69" , "-35.2" , "SWIFT J2029.4-61" , "Galaxy" , " " , 6.1 , 15.62 , 11.18 , 20.59 , 0 , -9.9 , 4.6 , 1.1 , 1.88 , 1.47 , 2.33
1077 , 307.13417 , 25.75328 , 307.146088 , 25.733299 , "67.01" , "-7.56" , "SWIFT J2028.5+25" , "Sy2" , " " , 26.7 , 77.79 , 72.97 , 82.7 , 0.014 , 43.528 , 1.09 , 2.9 , 1.7 , 1.62 , 1.79
1078 , 308.06292 , 37.61967 , 308.063293 , 37.637501 , "77.13" , "-1.26" , "SWIFT J2032.2+37" , "HMXB/NS" , " " , 547 , 943.6 , 940.5 , 946.8 , 0 , -9.9 , 0.3 , 993.6 , 2.68 , 2.68 , 2.69
1079 , 308.12125 , 40.96739 , 308.107391 , 40.957802 , "79.85" , "0.69" , "SWIFT J2032.5+40" , "HMXB/NS" , "V1521 Cyg" , 1475.9 , 2340 , 2337 , 2343 , 0 , -9.9 , 0.3 , 3782 , 2.97 , 2.97 , 2.98
1080 , 308.48625 , -9.73353 , 308.50705 , -9.676788 , "35.76" , "-27.16" , "SWIFT J2034.0-09" , "SRC/X-RAY" , " " , 4.9 , 11.07 , 6.65 , 16.52 , -1 , -9.9 , 5.72 , 0.8 , 2.37 , 1.71 , 3.33
1081 , 308.36667 , 21.78525 , 308.383514 , 21.7729 , "64.38" , "-10.76" , "SWIFT J2033.4+21" , "QSO" , " " , 12.6 , 31.06 , 26.65 , 35.69 , 0.174 , 45.415 , 2.24 , 0.7 , 1.97 , 1.77 , 2.18
1082 , 308.94833 , -50.21406 , 308.991211 , -50.192299 , "348.9" , "-36.94" , "SWIFT J2035.6-50" , "Sy2" , " " , 5.1 , 11.46 , 7.22 , 16.46 , 0.009 , 42.292 , 5.51 , 0.8 , 2.07 , 1.52 , 2.72
1083 , 308.80125 , 26.08786 , 308.773529 , 26.058332 , "68.17" , "-8.58" , "SWIFT J2035.2+26" , "Sy1" , " " , 5.1 , 11.33 , 7.46 , 15.74 , 0.048 , 43.789 , 5.52 , 1.1 , 2.09 , 1.61 , 2.67
1084 , 309.29125 , 41.83181 , 309.2742 , 41.834702 , "81.07" , "0.51" , "SWIFT J2037.2+41" , "transient" , "SWIFT J2037.2+" , 10.7 , 14 , 12.37 , 15.73 , 0 , -9.9 , 2.63 , 1.1 , 4.95 , 4.41 , 5.62
1085 , 310.01125 , -51.41781 , 310.065582 , -51.429749 , "347.36" , "-37.58" , "SWIFT J2040.2-51" , "Sy2 GALAXY/IN" , " " , 5.9 , 11.13 , 7.23 , 15.87 , 0.054 , 43.883 , 4.73 , 0.6 , 2.48 , 1.88 , 3.32
1086 , 311.06042 , -10.72817 , 311.040588 , -10.7235 , "35.97" , "-29.88" , "SWIFT J2044.2-10" , "Sy1.2" , " " , 36 , 96.16 , 90.95 , 101.5 , 0.034 , 44.42 , 0.83 , 3.2 , 2.04 , 1.97 , 2.12
1087 , 311.01083 , 28.57178 , 311.018799 , 28.5534 , "71.37" , "-8.67" , "SWIFT J2044.0+28" , "Sy1" , " " , 8.3 , 18.3 , 14.44 , 22.5 , 0.05 , 44.034 , 3.38 , 0.2 , 2.16 , 1.85 , 2.5
1088 , 310.61792 , 75.11897 , 310.655396 , 75.134003 , "108.97" , "19.52" , "SWIFT J2042.3+75" , "Sy1" , " " , 29.2 , 51.2 , 47.68 , 54.82 , 0.104 , 45.15 , 1 , 1.9 , 2.13 , 2.03 , 2.23
1089 , 312.09042 , 38.23408 , 312.111694 , 38.188999 , "79.56" , "-3.4" , "SWIFT J2048.4+38" , "SRC/X-RAY" , " " , 5.1 , 8.17 , 4.99 , 12.12 , -1 , -9.9 , 5.45 , 0.4 , 2.55 , 1.87 , 3.55
1090 , 312.98 , -57.06697 , 313.009796 , -57.068802 , "339.99" , "-38.73" , "SWIFT J2052.0-57" , "Sy2" , " " , 28.7 , 72.57 , 67.8 , 77.46 , 0.011 , 43.32 , 1.02 , 0.8 , 1.88 , 1.79 , 1.97
1091 , 313.99083 , -47.21269 , 314.068207 , -47.246601 , "352.63" , "-40.34" , "SWIFT J2056.0-47" , "Blazar FSRQ L" , " " , 6.2 , 16.06 , 10.94 , 21.77 , 1.489 , 47.351 , 4.51 , 1.6 , 1.73 , 1.27 , 2.23
1092 , 314.21333 , 49.68164 , 314.17804 , 49.668499 , "89.34" , "2.75" , "SWIFT J2056.8+49" , "SRC/RADIO/X-R" , "MG4 J205647+49" , 8 , 12.05 , 9.3 , 15.17 , -1 , -9.9 , 3.51 , 0.2 , 2.81 , 2.4 , 3.33
1093 , 314.88042 , 42.99833 , 315.004395 , 43.035999 , "84.58" , "-1.96" , "SWIFT J2059.6+43" , " " , "NVSS J210001+4" , 4.8 , 4.94 , 0 , 0 , -1 , -9.9 , 5.84 , 0 , 1.5 , 0 , 0
1094 , 314.88042 , 42.99833 , 314.816589 , 43.019001 , "84.58" , "-1.96" , "SWIFT J2059.6+43" , "SRC/X-RAY" , " " , 4.8 , 5.49 , 0 , 0 , -1 , -9.9 , 5.84 , 0.6 , 2.84 , 0 , 0
1095 , 315.61458 , -28.18289 , 315.598999 , -28.174854 , "17.62" , "-39.78" , "SWIFT J2102.6-28" , " " , " " , 6 , 17.32 , 12.08 , 23.18 , 0 , -9.9 , 4.66 , 0.4 , 1.89 , 1.46 , 2.37
1096 , 315.93625 , 45.75842 , 315.898804 , 45.751499 , "87.15" , "-0.7" , "SWIFT J2103.7+45" , "HMXB" , "SAX J2103.5+45" , 20.5 , 38.66 , 35.42 , 42.02 , 0 , -9.9 , 1.4 , 4.3 , 2.43 , 2.3 , 2.56
1097 , 317.28667 , -9.69783 , 317.291534 , -9.67075 , "40.23" , "-34.95" , "SWIFT J2109.1-09" , "Sy1.2 LINER" , " " , 9.9 , 19.75 , 15.73 , 24.17 , 0.027 , 43.502 , 2.83 , 0.9 , 2.49 , 2.18 , 2.85
1098 , 317.33708 , 35.54172 , 317.382843 , 35.549332 , "80.25" , "-8.33" , "SWIFT J2109.2+35" , "Quasar" , " " , 6.6 , 10.79 , 7.83 , 14.17 , 0.202 , 45.105 , 4.23 , 0.2 , 2.61 , 2.16 , 3.18
1099 , 318.92792 , -58.69044 , 318.903595 , -58.698063 , "337.01" , "-41.45" , "SWIFT J2116.0-58" , "CV/AM HER" , " " , 5.2 , 9.04 , 5.97 , 12.73 , 0 , -9.9 , 5.41 , 0.5 , 2.63 , 2.07 , 3.37
1100 , 318.4325 , 54.38047 , 318.400391 , 54.373901 , "94.58" , "3.96" , "SWIFT J2113.5+54" , "CV" , " " , 5.6 , 8.4 , 5.97 , 11.28 , 0 , -9.9 , 5.04 , 0.6 , 2.91 , 2.37 , 3.62
1101 , 319.09833 , 25.21978 , 319.042786 , 25.2836 , "73.42" , "-16.36" , "SWIFT J2116.3+25" , "Sy1" , " " , 5.1 , 9.2 , 5.55 , 13.48 , 0.16 , 44.81 , 5.54 , 0.6 , 2.14 , 1.59 , 2.87
1102 , 319.44083 , 51.64933 , 319.447998 , 51.6483 , "93.03" , "1.63" , "SWIFT J2117.5+51" , "Galaxy" , " " , 11.6 , 29.58 , 25.41 , 33.93 , -1 , -9.9 , 2.44 , 1.1 , 1.73 , 1.54 , 1.93
1103 , 318.4925 , 82.09483 , 318.504913 , 82.080101 , "115.98" , "22.35" , "SWIFT J2114.4+82" , "Sy1" , " " , 18 , 35.83 , 32.05 , 39.75 , 0.084 , 44.797 , 1.58 , 0.9 , 1.89 , 1.75 , 2.04
1104 , 319.85917 , 33.52719 , 319.871399 , 33.549099 , "80.18" , "-11.23" , "SWIFT J2118.9+33" , "Sy1.8" , " " , 7 , 13.06 , 9.66 , 16.89 , 0.051 , 43.9 , 4.02 , 1 , 2.3 , 1.91 , 2.76
1105 , 320.95667 , 25.09494 , 320.935608 , 25.07 , "74.5" , "-17.7" , "SWIFT J2123.6+25" , "Sy2 NLRG" , " " , 7.6 , 15.73 , 11.67 , 20.27 , 0.102 , 44.615 , 3.71 , 1.4 , 2.12 , 1.74 , 2.56
1106 , 320.91875 , 42.27639 , 320.937012 , 42.300999 , "87.09" , "-5.7" , "SWIFT J2123.5+42" , "CV" , " " , 11.6 , 17.64 , 14.76 , 20.76 , 0 , -9.9 , 2.43 , 0.7 , 2.73 , 2.45 , 3.06
1107 , 321.14375 , 5.02694 , 321.051788 , 5.0455 , "57.61" , "-30.62" , "SWIFT J2124.6+05" , "Star? QSO?" , " " , 5.8 , 8.93 , 5.8 , 12.64 , -1 , -9.9 , 4.87 , 1.2 , 2.75 , 2.18 , 3.56
1108 , 321.18083 , 50.95531 , 321.164307 , 50.973499 , "93.31" , "0.37" , "SWIFT J2124.6+50" , "BL Radio Gala" , "IGR J21247+505" , 91.9 , 200.5 , 196.5 , 204.4 , 0.02 , 44.259 , 0.43 , 4.1 , 2 , 1.97 , 2.02
1109 , 321.94375 , 56.96075 , 321.937286 , 56.944401 , "97.81" , "4.37" , "SWIFT J2127.4+56" , "Sy1" , "IGR J21277+565" , 21.2 , 37.27 , 34 , 40.66 , 0.015 , 43.257 , 1.36 , 0.5 , 2.42 , 2.28 , 2.56
1110 , 322.28542 , -15.62761 , 322.30069 , -15.6447 , "35.94" , "-41.85" , "SWIFT J2129.1-15" , "LPQ GPS FSRQ" , " " , 8.6 , 27.39 , 21.53 , 33.69 , 3.268 , 48.415 , 3.26 , 0.6 , 1.7 , 1.4 , 2.01
1111 , 322.495 , 12.16575 , 322.492889 , 12.1674 , "65.01" , "-27.32" , "SWIFT J2129.9+12" , "LMXB in globu" , "NGC 7078 AC 21" , 45.4 , 83.53 , 79.89 , 87.24 , 0 , -9.9 , 0.69 , 0.9 , 2.61 , 2.53 , 2.68
1112 , 323.03 , -33.70906 , 323.009186 , -33.715 , "11.52" , "-46.95" , "SWIFT J2132.0-33" , "Sy1" , " " , 15.4 , 42.69 , 37.31 , 48.33 , 0.029 , 43.924 , 1.85 , 1 , 1.89 , 1.71 , 2.07
1113 , 323.39292 , 51.11606 , 323.432007 , 51.1236 , "94.43" , "-0.47" , "SWIFT J2133.6+51" , "CV/DQ Her" , " " , 31.5 , 52.64 , 49.64 , 55.72 , 0 , -9.9 , 0.94 , 6.4 , 2.58 , 2.49 , 2.68
1114 , 323.71833 , -27.48131 , 323.687988 , -27.432083 , "20.65" , "-46.64" , "SWIFT J2134.9-27" , "Sy1.5" , " " , 6.4 , 17.25 , 12.14 , 23.06 , 0.067 , 44.273 , 4.4 , 0.5 , 2 , 1.57 , 2.5
1115 , 324.07125 , -62.3965 , 324.096313 , -62.4002 , "331.15" , "-42.52" , "SWIFT J2135.5-62" , "Sy1" , " " , 13.8 , 29.26 , 25.21 , 33.53 , 0.059 , 44.384 , 2.05 , 0.9 , 2.08 , 1.88 , 2.29
1116 , 324.25917 , -64.61594 , 324.219574 , -64.634171 , "328.41" , "-41.63" , "SWIFT J2136.8-64" , "Sy1" , " " , 5.1 , 12.22 , 7.87 , 17.26 , 0.07 , 44.169 , 5.52 , 0.3 , 1.8 , 1.26 , 2.41
1117 , 324.00208 , 47.49936 , 323.975006 , 47.472698 , "92.28" , "-3.41" , "SWIFT J2156.1+47" , "Sy1" , "1RXS J213555.0" , 11.1 , 22.24 , 18.71 , 25.98 , 0.025 , 43.501 , 2.54 , 0.4 , 2.13 , 1.91 , 2.38
1118 , 324.44917 , -14.55367 , 324.438324 , -14.548833 , "38.4" , "-43.35" , "SWIFT J2137.8-14" , "Sy1.5" , " " , 5.1 , 15.21 , 9.87 , 21.25 , 0.2 , 45.244 , 5.52 , 0.4 , 1.8 , 1.31 , 2.37
1119 , 324.6975 , 32.06736 , 324.639008 , 32.084999 , "82.08" , "-15.13" , "SWIFT J2138.8-32" , "Sy1.5" , " " , 8.7 , 17.92 , 14.04 , 22.14 , 0.025 , 43.4 , 3.22 , 0.9 , 2.03 , 1.73 , 2.36
1120 , 324.91667 , 59.84247 , 324.93457 , 59.837776 , "100.92" , "5.43" , "SWIFT J2139.7+59" , "Sy1.5" , " " , 6.4 , 10.48 , 7.43 , 14 , 0.114 , 44.546 , 4.42 , 0.5 , 2.59 , 2.11 , 3.24
1121 , 325.67083 , 43.59836 , 325.678406 , 43.586102 , "90.56" , "-7.1" , "SWIFT J2142.7+43" , "CV/Dwarf N" , " " , 35.5 , 54.45 , 51.72 , 57.24 , 0 , -9.9 , 0.84 , 5.6 , 2.88 , 2.79 , 2.98
1122 , 326.18292 , 38.33975 , 326.171692 , 38.321701 , "87.34" , "-11.31" , "SWIFT J2144.7+38" , "LMXB/NS" , " " , 542 , 649.5 , 648 , 651.1 , 0 , -9.9 , 0.3 , 128.8 , 5.4 , 5.39 , 5.41
1123 , 326.41667 , 11.04797 , 326.386658 , 11.04868 , "66.88" , "-30.97" , "SWIFT J2145.5+11" , "Sy1" , "SWIFT J214532." , 5.2 , 12.66 , 8.23 , 17.78 , 0.209 , 45.206 , 5.35 , 0.9 , 1.98 , 1.47 , 2.58
1124 , 327.08417 , -34.89739 , 327.081299 , -34.951199 , "10.02" , "-50.36" , "SWIFT J2148.3-34" , "Sy2/LINER" , " " , 5.3 , 16.16 , 10.76 , 22.32 , 0.016 , 42.977 , 5.28 , 0.6 , 1.69 , 1.2 , 2.23
1125 , 327.00917 , 6.94314 , 327.022736 , 6.960723 , "63.63" , "-34.08" , "SWIFT J2148.0+06" , "Blazar" , " " , 8.2 , 22.65 , 17.49 , 28.24 , 0.99 , 47.062 , 3.44 , 1.1 , 1.78 , 1.45 , 2.13
1126 , 327.59458 , -18.98494 , 327.491913 , -18.989944 , "34.12" , "-47.79" , "SWIFT J2150.2-18" , "Sy1" , " " , 5 , 9.99 , 5.54 , 15.33 , 0.158 , 44.834 , 5.65 , 0.8 , 2.16 , 1.52 , 3.05
1127 , 327.96375 , -30.46633 , 327.981415 , -30.464899 , "17.07" , "-50.78" , "SWIFT J2152.0-30" , "Blazar" , " " , 23.7 , 83.39 , 77.25 , 89.68 , 2.345 , 48.551 , 1.22 , 0.8 , 1.5 , 1.4 , 1.6
1128 , 329.30542 , -69.70083 , 329.274933 , -69.689911 , "321.29" , "-40.66" , "SWIFT J2157.2-69" , "Sy2/RADIO GAL" , "ESO 075- G 041" , 6.2 , 14.2 , 10.12 , 18.7 , 0.028 , 43.415 , 4.55 , 0.6 , 1.81 , 1.42 , 2.24
1129 , 329.03333 , 17.38242 , 329.063385 , 17.3813 , "74.19" , "-28.46" , "SWIFT J2156.2+17" , "Galaxy" , " " , 5 , 12.83 , 8.43 , 17.77 , -1 , -9.9 , 5.61 , 0.5 , 1.81 , 1.34 , 2.34
1130 , 329.36958 , -6.22322 , 329.362915 , -6.172778 , "51.69" , "-43.74" , "SWIFT J2157.4-06" , "Star" , " " , 6.2 , 13.03 , 8.93 , 17.78 , 0 , -9.9 , 4.55 , 0.6 , 2.31 , 1.85 , 2.89
1131 , 330.16833 , 10.56206 , 330.172394 , 10.5524 , "69.39" , "-34.02" , "SWIFT J2200.9+10" , "Sy1.9" , " " , 13.8 , 30.57 , 26.22 , 35.17 , 0.027 , 43.694 , 2.05 , 0.4 , 2.07 , 1.87 , 2.28
1132 , 330.49958 , -31.87106 , 330.507996 , -31.869801 , "15.12" , "-53.06" , "SWIFT J2201.9-31" , "Sy2" , " " , 63.4 , 170.9 , 165.6 , 176.3 , 0.009 , 43.457 , 0.53 , 2.2 , 1.82 , 1.78 , 1.86
1133 , 330.41833 , 50.85939 , 330.431396 , 50.815662 , "97.66" , "-3.5" , "SWIFT J2201.9+50" , "QSO" , "SWIFT J220143." , 5.7 , 13.65 , 9.54 , 18.2 , 1.899 , 47.541 , 4.95 , 0.3 , 1.71 , 1.27 , 2.18
1134 , 330.74583 , 31.76692 , 330.812012 , 31.761 , "85.91" , "-18.74" , "SWIFT J2203.0+31" , "LPQ" , " " , 6.6 , 14.26 , 10.28 , 18.65 , 0.295 , 45.597 , 4.27 , 2.2 , 1.89 , 1.51 , 2.32
1135 , 330.71042 , 42.26456 , 330.680389 , 42.277802 , "92.59" , "-10.47" , "SWIFT J2202.8+42" , "BL Lac" , " " , 12.4 , 27.59 , 23.52 , 31.87 , 0.069 , 44.499 , 2.28 , 1 , 1.9 , 1.7 , 2.11
1136 , 331.05833 , 3.55383 , 331.079895 , 3.563931 , "63.59" , "-39.34" , "SWIFT J2204.7+03" , "Sy2" , " " , 8 , 18.29 , 14.11 , 22.9 , 0.061 , 44.215 , 3.52 , 1.7 , 2.08 , 1.78 , 2.43
1137 , 331.8125 , 10.21658 , 331.75824 , 10.233422 , "70.45" , "-35.43" , "SWIFT J2207.3+10" , "Sy2/Sy1h/GTRP" , " " , 4.9 , 11.34 , 7.1 , 16.22 , 0.027 , 43.265 , 5.75 , 1.7 , 1.91 , 1.41 , 2.49
1138 , 332.30125 , -47.19756 , 332.317688 , -47.166698 , "349.54" , "-52.57" , "SWIFT J2209.4-47" , "Sy1.5" , " " , 17.7 , 42.1 , 37.54 , 46.83 , 0.006 , 42.502 , 1.61 , 0.4 , 1.87 , 1.73 , 2.02
1139 , 332.25083 , -27.80094 , 332.282013 , -27.809471 , "22.22" , "-54.13" , "SWIFT J2209.1-27" , "Sy1.2" , " " , 5 , 17.19 , 11.07 , 24.04 , 0.023 , 43.32 , 5.65 , 0.7 , 1.41 , 0.86 , 1.96
1140 , 332.00292 , 54.51481 , 331.984314 , 54.518501 , "100.61" , "-1.12" , "SWIFT J2207.8+54" , "HMXB/NS" , "BD+53 2790" , 109.2 , 179.7 , 176.5 , 182.9 , 0 , -9.9 , 0.39 , 2.5 , 2.5 , 2.48 , 2.53
1141 , 332.95458 , 18.71661 , 332.974548 , 18.697184 , "78.36" , "-30.02" , "SWIFT J2211.7+18" , "Sy1" , " " , 7.1 , 17.09 , 12.82 , 21.72 , 0.07 , 44.309 , 3.96 , 0.7 , 1.84 , 1.52 , 2.19
1142 , 333.55042 , -25.93511 , 333.538208 , -25.963612 , "25.73" , "-54.96" , "SWIFT J2214.2-25" , "Sy1.8" , " " , 6.4 , 13.02 , 8.95 , 17.68 , 0.052 , 43.92 , 4.37 , 1.3 , 2.3 , 1.86 , 2.89
1143 , 333.50125 , 12.71722 , 333.51062 , 12.703139 , "74.04" , "-34.82" , "SWIFT J2214.0+12" , "CV/DWARF NOVA" , " " , 7.6 , 11.34 , 8.96 , 14.06 , 0 , -9.9 , 3.69 , 1.1 , 3.38 , 2.92 , 3.99
1144 , 334.25042 , 14.22364 , 334.301086 , 14.239136 , "75.93" , "-34.2" , "SWIFT J2217.0+14" , "Sy1.0/RQQ" , " " , 5.2 , 9.66 , 6.21 , 13.72 , 0.066 , 44.004 , 5.36 , 1.4 , 2.39 , 1.88 , 3.07
1145 , 334.46875 , -8.36736 , 334.480988 , -8.3513 , "52.97" , "-49.16" , "SWIFT J2217.5-08" , "CV/DQ Her" , " " , 30.7 , 52.4 , 49.35 , 55.57 , 0 , -9.9 , 0.96 , 3.3 , 3.18 , 3.05 , 3.31
1146 , 334.60333 , 19.41903 , 334.636414 , 19.4224 , "80.26" , "-30.5" , "SWIFT J2218.4+19" , "CV/AM Her" , " " , 4.9 , 7.4 , 4.99 , 10.3 , 0 , -9.9 , 5.68 , 1.3 , 3.12 , 2.5 , 4.07
1147 , 334.90708 , 26.23008 , 334.957306 , 26.2244 , "85.31" , "-25.34" , "SWIFT J2219.7+26" , "QSO" , " " , 7.4 , 16.65 , 12.47 , 21.19 , 0.085 , 44.475 , 3.81 , 0.5 , 1.84 , 1.49 , 2.21
1148 , 335.93708 , 11.85264 , 335.937988 , 11.836 , "75.47" , "-37.07" , "SWIFT J2223.8+11" , "Sy1.5" , " " , 6.4 , 14.18 , 10.08 , 18.81 , 0.029 , 43.437 , 4.42 , 0.9 , 2.09 , 1.69 , 2.55
1149 , 335.9725 , -2.13125 , 335.956604 , -2.1034 , "61.85" , "-46.75" , "SWIFT J2223.9-02" , "Sy2" , " " , 17.2 , 42.19 , 37.48 , 47.11 , 0.056 , 44.502 , 1.66 , 0.5 , 2.02 , 1.87 , 2.18
1150 , 336.75917 , 36.35628 , 336.774078 , 36.361584 , "93" , "-17.99" , "SWIFT J2226.8+36" , "Sy2" , " " , 7 , 19.77 , 15.07 , 24.86 , 0.021 , 43.309 , 4.01 , 0.4 , 1.54 , 1.19 , 1.89
1151 , 337.42833 , -8.52442 , 337.417023 , -8.548454 , "55.26" , "-51.7" , "SWIFT J2229.7-08" , "HPQ/FSRQ" , " " , 6 , 19.91 , 14.4 , 25.85 , 1.559 , 47.494 , 4.71 , 1.3 , 1.59 , 1.21 , 2
1152 , 337.37417 , 66.80794 , 337.306305 , 66.780998 , "109.59" , "7.68" , "SWIFT J2229.9+66" , "Sy1" , " " , 9 , 22.27 , 17.9 , 26.91 , 0.113 , 44.865 , 3.12 , 1 , 1.56 , 1.29 , 1.84
1153 , 338.17667 , 11.72069 , 338.151703 , 11.7308 , "77.45" , "-38.61" , "SWIFT J2232.5+11" , "Blazar HP" , " " , 7.9 , 24.37 , 19.04 , 30.11 , 1.037 , 47.144 , 3.55 , 0.6 , 1.57 , 1.26 , 1.89
1154 , 338.71167 , -25.69531 , 338.707611 , -25.676945 , "27.75" , "-59.48" , "SWIFT J2234.8-25" , "Sy2" , " " , 5.5 , 13.55 , 0 , 0 , 0.026 , 43.335 , 5.11 , 0.3 , 1.58 , 0 , 0
1155 , 338.96333 , -26.05864 , 338.942596 , -26.050301 , "27.12" , "-59.77" , "SWIFT J2235.9-26" , "Sy1.9" , " " , 22.5 , 52.4 , 47.66 , 57.3 , 0.005 , 42.419 , 1.28 , 2.9 , 1.93 , 1.82 , 2.06
1156 , 339.01167 , 33.99631 , 339.014801 , 33.9757 , "93.29" , "-20.97" , "SWIFT J2235.9+33" , "Sy2" , " " , 14 , 36.77 , 32.32 , 41.41 , 0.023 , 43.627 , 2.03 , 1.2 , 1.65 , 1.49 , 1.82
1157 , 339.14208 , 25.75089 , 339.136993 , 25.763193 , "88.46" , "-27.95" , "SWIFT J2237.0+25" , "Galaxy" , " " , 5.1 , 10.23 , 6.65 , 14.38 , 0.025 , 43.149 , 5.54 , 1.3 , 2.12 , 1.61 , 2.73
1158 , 339.22083 , -12.56778 , 339.193787 , -12.5452 , "51.04" , "-55.33" , "SWIFT J2236.7-12" , "Sy1" , " " , 10.2 , 30.93 , 25.37 , 36.83 , 0.024 , 43.612 , 2.75 , 0.6 , 1.67 , 1.42 , 1.92
1159 , 339.05917 , 63.48914 , 339.155304 , 63.491795 , "108.5" , "4.47" , "SWIFT J2237.2+63" , "X-ray Transie" , " " , 5.6 , 7.58 , 5.43 , 10.14 , -1 , -9.9 , 5 , 1 , 3.14 , 2.58 , 3.93
1160 , 340.05625 , 8.01658 , 340.071045 , 8.053913 , "76.12" , "-42.63" , "SWIFT J2240.2+08" , "Sy1.8" , " " , 7.2 , 16.64 , 12.47 , 21.26 , 0.025 , 43.374 , 3.91 , 1.2 , 2.11 , 1.77 , 2.51
1161 , 340.61208 , -37.11719 , 340.639008 , -37.185398 , "4.58" , "-61.1" , "SWIFT J2242.4-37" , "Galaxy" , " " , 4.8 , 10.44 , 6.25 , 15.34 , 0.029 , 43.303 , 5.78 , 2.3 , 1.79 , 1.27 , 2.36
1162 , 340.81375 , -45.65608 , 340.588989 , -45.652599 , "348.28" , "-58.59" , "SWIFT J2243.2-45" , "SRC/X-RAY" , " " , 5.1 , 5.32 , 2.66 , 9.09 , -1 , -9.9 , 5.55 , 0.1 , 2.79 , 1.87 , 4.38
