_id , pccs1f70_name , RA , Dec , LII , BII , Detection pipeline flux density +/- err (mJy) , Aperture photometry flux density +/- err (mJy) , PSF fit flux density +/- err (mJy) , Gaussian fit flux density +/- err (mJy) , PositionError (arcmin) , Extended , Cirrus flag , External validation , ERCSC source name , Gaussian fit semimajor axis +/- err (arcmin) , Gaussian fit semiminor axis +/- err (arcmin) , Gaussian fit orientation +/- err (degrees) , Gaussian fit effective FWHM (arcmin)
549 , "PCCS1 070 G326.19-01.75 " ,, 238.08792 , -56.22778 , 326.18701 , -1.754 , "4951.4+/-349.5" , "1.3e+4+/-1015.3" , "5347.7+/-1708.6" , "2.1e+4+/-1002.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G326.15-01.77" , "23.5+/-1.1" , "20.4+/-1" , "177.3+/-13.6" , 21.9
550 , "PCCS1 070 G347.55+22.36 " ,, 238.34 , -24.3575 , 347.548 , 22.359 , "666.5+/-161.1" , "753.4+/-287.6" , "387.3+/-122.1" , "586.1+/-148.9" , 1.4 , "No" , 0 , 2 , " " , "13.2+/-3.4" , "10.3+/-2.7" , "38.2+/-42.1" , 11.7
551 , "PCCS1 070 G328.31+00.45 " ,, 238.50958 , -53.1775 , 328.31 , 0.45 , "6676.9+/-1013.9" , "1.1e+4+/-2775.8" , "1.1e+4+/-838.9" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G328.28+00.45" , "-" , "-" , "-" , -9.9
552 , "PCCS1 070 G327.99-00.07 " ,, 238.65333 , -53.78639 , 327.98801 , -0.074 , "4723.9+/-1178.7" , "8077.8+/-2100.4" , "4.3e+4+/-1470" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
553 , "PCCS1 070 G095.57+43.33 " ,, 239.45417 , 62.60722 , 95.575 , 43.332 , "471.7+/-116" , "411.9+/-192.8" , "245.3+/-90.5" , "839.9+/-178.8" , 1.4 , "Yes" , 0 , 0 , " " , "35.7+/-1.3" , "14.5+/-3.7" , "44.8+/-9.7" , 22.8
554 , "PCCS1 070 G328.24-00.57 " ,, 239.51958 , -54.00583 , 328.23801 , -0.57 , "1.2e+4+/-3059" , "3167.4+/-3491.7" , "4.3e+4+/-1470" , "6575.9+/-2795.3" , 1.4 , "No" , 0 , 0 , " " , "25.2+/-1.6" , "10.3+/-5.1" , "170.4+/-19.5" , 16.1
555 , "PCCS1 070 G328.58-00.51 " ,, 239.89292 , -53.74167 , 328.577 , -0.512 , "7917.3+/-837.9" , "5171.2+/-3808.5" , "3.2e+4+/-2287.5" , "4646.8+/-1862.7" , 1.4 , "No" , 0 , 1 , " " , "15.1+/-6.2" , "9.2+/-3.8" , "163.9+/-32" , 11.8
556 , "PCCS1 070 G329.37+00.15 " ,, 240.17417 , -52.72528 , 329.36801 , 0.148 , "4666+/-760.5" , "7795.9+/-1478.1" , "1.1e+4+/-838.9" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G329.36+00.16" , "-" , "-" , "-" , -9.9
557 , "PCCS1 070 G053.75+48.70 " ,, 240.54583 , 33.455 , 53.746 , 48.698 , "693.9+/-169.3" , "808.9+/-217.5" , "431.1+/-109.9" , "-" , 1.4 , "Not available" , 0 , 2 , " " , "-" , "-" , "-" , -9.9
558 , "PCCS1 070 G088.28+44.75 " ,, 241.1275 , 57.23944 , 88.277 , 44.751 , "454.7+/-95.1" , "662+/-167.1" , "643+/-53.9" , "2910.7+/-192" , 1.4 , "Yes" , 0 , 2 , " " , "37.1+/-2.7" , "26.4+/-1.9" , "164.4+/-7.8" , 31.3
559 , "PCCS1 070 G335.15+05.76 " ,, 241.12792 , -44.70139 , 335.14899 , 5.758 , "1766+/-165.9" , "2148.2+/-292.6" , "1551.6+/-122.9" , "2323+/-182" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G335.14+05.75" , "17.4+/-1.4" , "15+/-1.2" , "171.8+/-22.1" , 16.1
560 , "PCCS1 070 G359.87+29.08 " ,, 241.26917 , -11.695 , 359.867 , 29.083 , "686.7+/-157.6" , "647.5+/-234.1" , "400.3+/-98.5" , "480.1+/-130.9" , 1.4 , "No" , 0 , 2 , " " , "12.8+/-3.5" , "10.5+/-2.8" , "118.4+/-53.9" , 11.6
561 , "PCCS1 070 G029.39+43.37 " ,, 241.8125 , 15.85167 , 29.387 , 43.374 , "783.9+/-158.7" , "700.2+/-256.3" , "425.4+/-95.1" , "1428.2+/-202.9" , 1.4 , "Yes" , 0 , 2 , " " , "25.9+/-3.8" , "18.7+/-2.8" , "158.4+/-17.7" , 22
562 , "PCCS1 070 G063.79+47.60 " ,, 242.06833 , 40.13333 , 63.794 , 47.599 , "620+/-148.7" , "468.1+/-223.9" , "696.5+/-92.5" , "1113.6+/-261.9" , 1.4 , "Yes" , 0 , 2 , " " , "44+/-4.7" , "18.1+/-5" , "135.6+/-10.7" , 28.2
563 , "PCCS1 070 G022.99+40.74 " ,, 242.21917 , 10.44111 , 22.992 , 40.745 , "649.4+/-160.4" , "1197.2+/-249.3" , "958+/-91.8" , "2383.6+/-222.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G022.98+40.74" , "25.9+/-2.5" , "20.2+/-2" , "14+/-15.2" , 22.9
564 , "PCCS1 070 G330.98-00.19 " ,, 242.50917 , -51.90306 , 330.98001 , -0.19 , "1.0e+4+/-1237.7" , "1.9e+4+/-8352.3" , "3.7e+4+/-1738.6" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G330.99-00.17" , "-" , "-" , "-" , -9.9
565 , "PCCS1 070 G339.15+08.51 " ,, 242.56417 , -39.99222 , 339.14899 , 8.506 , "1126.3+/-192.2" , "763.6+/-326" , "1100.3+/-127.9" , "450+/-135.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G339.17+08.51" , "12.1+/-3.6" , "7.5+/-2.3" , "38.1+/-24.4" , 9.6
566 , "PCCS1 070 G331.55-00.06 " ,, 243.03125 , -51.42167 , 331.54501 , -0.058 , "2.5e+4+/-1505.1" , "4.4e+4+/-4629.3" , "3.7e+4+/-1738.6" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G331.53-00.05" , "-" , "-" , "-" , -9.9
567 , "PCCS1 070 G331.22-00.55 " ,, 243.19583 , -52.00083 , 331.22299 , -0.55 , "2.5e+4+/-2860.6" , "9844.2+/-1.0e+4" , "3.7e+4+/-1738.6" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
568 , "PCCS1 070 G055.15+46.29 " ,, 243.52292 , 34.205 , 55.15 , 46.294 , "1097.5+/-161.8" , "1091+/-260.8" , "1076.7+/-113.1" , "1437.8+/-248.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G055.15+46.36" , "29.3+/-4.2" , "12.1+/-2.3" , "84.8+/-7.4" , 18.8
569 , "PCCS1 070 G332.16-00.46 " ,, 244.18167 , -51.29056 , 332.15601 , -0.458 , "1.2e+4+/-2522.6" , "9436.6+/-2891.6" , "6.4e+4+/-5617.7" , "4971.9+/-6953.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G332.13-00.45" , "29.8+/-32.4" , "12.3+/-19" , "44.4+/-61.1" , 19.2
570 , "PCCS1 070 G313.39-18.83 " ,, 244.25333 , -77.29694 , 313.392 , -18.827 , "1190.4+/-160.2" , "1178.3+/-188.9" , "1117.4+/-93.8" , "1423.5+/-139.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G313.38-18.85" , "17.9+/-1.8" , "12.1+/-1.2" , "20.6+/-10" , 14.7
571 , "PCCS1 070 G326.98-05.90 " ,, 244.33667 , -58.795 , 326.98001 , -5.902 , "1904.3+/-166" , "1646.1+/-237.4" , "1533.8+/-106.5" , "1713.8+/-141.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G326.96-05.90" , "14.6+/-1.2" , "14.4+/-1.2" , "107.7+/-29.1" , 14.5
572 , "PCCS1 070 G333.17-00.06 " ,, 244.89833 , -50.29556 , 333.17499 , -0.062 , "1.1e+4+/-2145.4" , "1.6e+4+/-1.1e+4" , "9.3e+4+/-4617.6" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
573 , "PCCS1 070 G351.27+17.28 " ,, 245.035 , -25.42889 , 351.272 , 17.284 , "898.8+/-215.7" , "1762.9+/-669.4" , "1577.1+/-167.9" , "5618.1+/-448.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G351.34+17.29" , "46.7+/-2.3" , "19.1+/-1.8" , "158.5+/-3.5" , 29.9
574 , "PCCS1 070 G333.14-00.45 " ,, 245.28125 , -50.59444 , 333.138 , -0.446 , "4.5e+4+/-1720.9" , "7.8e+4+/-1.2e+4" , "9.3e+4+/-4617.6" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
575 , "PCCS1 070 G333.61-00.21 " ,, 245.54875 , -50.09028 , 333.61499 , -0.21 , "8.0e+4+/-1450.5" , "1.1e+5+/-6190.4" , "9.3e+4+/-4617.6" , "2.5e+5+/-6641.7" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G333.60-00.21" , "45.2+/-0.6" , "18.3+/-0.6" , "157.7+/-1.2" , 28.7
576 , "PCCS1 070 G352.14+16.31 " ,, 246.45375 , -25.46778 , 352.14001 , 16.308 , "1846.8+/-302" , "1781.2+/-251.4" , "4682.3+/-265.1" , "1400.1+/-517.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G352.15+16.32" , "15.7+/-5.9" , "12.7+/-4.8" , "131+/-71.3" , 14.1
577 , "PCCS1 070 G348.81+13.29 " ,, 246.53458 , -29.88 , 348.806 , 13.294 , "2486.1+/-175" , "1881.8+/-252" , "1814.9+/-127.7" , "1501.4+/-160.3" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G348.81+13.31" , "12.2+/-1.3" , "11.5+/-1.2" , "107.2+/-73.1" , 11.8
578 , "PCCS1 070 G353.05+16.89 " ,, 246.61125 , -24.42639 , 353.052 , 16.892 , "2194.3+/-244.8" , "5870+/-598.2" , "4682.3+/-265.1" , "1.9e+4+/-407.2" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G353.01+16.90" , "34.2+/-0.8" , "25.9+/-0.6" , "79.4+/-3.1" , 29.8
579 , "PCCS1 070 G001.80+23.07 " ,, 247.17125 , -14.16139 , 1.8 , 23.07 , "827.8+/-176.8" , "539+/-287.4" , "593.6+/-110.9" , "2118.2+/-366.8" , 1.4 , "Yes" , 0 , 2 , " " , "52.3+/-1.3" , "21.2+/-4.5" , "88.1+/-7.8" , 33.3
580 , "PCCS1 070 G353.47+15.62 " ,, 247.95542 , -24.95944 , 353.46899 , 15.621 , "1139.3+/-276.6" , "1427+/-324.4" , "4246.5+/-303.1" , "4633+/-390" , 1.4 , "Yes" , 0 , 0 , " " , "47.4+/-1.6" , "19.3+/-1.9" , "140.8+/-3.8" , 30.3
581 , "PCCS1 070 G353.97+15.80 " ,, 248.15542 , -24.47889 , 353.97101 , 15.796 , "1164.2+/-247" , "1599.7+/-353.5" , "2085.6+/-409.3" , "3742.4+/-499.9" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G353.92+15.84" , "31.3+/-4.4" , "19.5+/-2.7" , "38+/-11.2" , 24.7
582 , "PCCS1 070 G115.71+31.22 " ,, 248.20667 , 82.48472 , 115.705 , 31.215 , "874.5+/-131.3" , "1108.7+/-296.1" , "989.8+/-110.3" , "3259.4+/-241.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G115.72+31.21" , "40.5+/-3.2" , "19.5+/-1.5" , "100.7+/-3.8" , 28.1
583 , "PCCS1 070 G090.73+40.16 " ,, 248.4425 , 60.41583 , 90.731 , 40.157 , "437.2+/-98.7" , "375.5+/-129.5" , "204.4+/-56.6" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
584 , "PCCS1 070 G336.82+00.06 " ,, 248.62292 , -47.58528 , 336.823 , 0.062 , "4.1e+4+/-3255.7" , "4.6e+4+/-8661.2" , "4.0e+4+/-2749.5" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G336.79+00.05" , "-" , "-" , "-" , -9.9
585 , "PCCS1 070 G061.07+42.34 " ,, 248.81042 , 38.12611 , 61.074 , 42.339 , "4040.5+/-160.7" , "3885.8+/-216.2" , "3935.2+/-101" , "4983.6+/-186.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G061.07+42.33" , "18+/-0.7" , "15.2+/-0.6" , "178.3+/-9" , 16.5
586 , "PCCS1 070 G073.44+41.90 " ,, 249.41 , 47.29444 , 73.445 , 41.897 , "1026.2+/-146.6" , "1094.3+/-207.8" , "1139.3+/-84.6" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G073.44+41.88" , "-" , "-" , "-" , -9.9
587 , "PCCS1 070 G056.11+41.41 " ,, 249.49083 , 34.3575 , 56.113 , 41.41 , "587.1+/-141.3" , "514.2+/-235.3" , "203+/-99.5" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
588 , "PCCS1 070 G086.65+40.34 " ,, 249.58333 , 57.35028 , 86.648 , 40.344 , "1093.6+/-118.4" , "1065.4+/-193.2" , "975.8+/-80.3" , "1182.7+/-128.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G086.63+40.38" , "17.5+/-2" , "13.4+/-1.5" , "40.6+/-17.2" , 15.3
589 , "PCCS1 070 G336.52-01.49 " ,, 250.03917 , -48.85306 , 336.51501 , -1.488 , "8932.5+/-809.3" , "1.1e+4+/-1425.7" , "7731+/-3474.4" , "7.1e+4+/-3113.6" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G336.50-01.47" , "54+/-2.7" , "30.6+/-1.6" , "104.1+/-3" , 40.7
590 , "PCCS1 070 G338.92+00.56 " ,, 250.12833 , -45.69722 , 338.91699 , 0.56 , "2.0e+4+/-3192.3" , "1.5e+4+/-2611.6" , "4.2e+4+/-2455.1" , "1.1e+4+/-4296.1" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G338.89+00.59" , "31.5+/-0.8" , "12.7+/-6" , "135+/-18" , 20
591 , "PCCS1 070 G338.42+00.06 " ,, 250.19417 , -46.39861 , 338.422 , 0.061 , "4.2e+4+/-3158.6" , "5.2e+4+/-4728.3" , "4.2e+4+/-2455.1" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G338.40+00.10" , "-" , "-" , "-" , -9.9
592 , "PCCS1 070 G337.89-00.49 " ,, 250.27792 , -47.16306 , 337.88699 , -0.488 , "3.7e+4+/-2897.3" , "1.6e+4+/-4371.2" , "4.0e+4+/-2749.5" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
593 , "PCCS1 070 G100.70+36.62 " ,, 250.5475 , 68.93944 , 100.698 , 36.618 , "1745+/-90.4" , "1210.6+/-364" , "1361.1+/-97" , "771.4+/-62.5" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G100.71+36.64" , "11.2+/-0.9" , "9.1+/-0.7" , "79.5+/-15.7" , 10.1
594 , "PCCS1 070 G063.47+40.93 " ,, 250.76667 , 39.82333 , 63.474 , 40.933 , "6580.8+/-166.6" , "6316.3+/-222.9" , "6283.6+/-101.5" , "6644+/-142.1" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G063.45+40.94" , "17.5+/-0.4" , "13.2+/-0.3" , "40.9+/-3.1" , 15.2
595 , "PCCS1 070 G314.40-19.98 " ,, 251.0425 , -77.29667 , 314.39999 , -19.977 , "838.2+/-163" , "873.6+/-292.6" , "218+/-89.4" , "844.6+/-163.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G314.43-19.97" , "16.7+/-3.3" , "10.9+/-2.2" , "162.6+/-18.3" , 13.5
596 , "PCCS1 070 G340.20+00.49 " ,, 251.40042 , -44.77083 , 340.20401 , 0.493 , "3811.8+/-788.4" , "3713.6+/-2180.7" , "1.4e+4+/-702.4" , "1653.7+/-1537.5" , 1.4 , "No" , 0 , 0 , " " , "11.9+/-11.3" , "9.4+/-8.9" , "20.1+/-155.2" , 10.6
597 , "PCCS1 070 G094.06+37.95 " ,, 251.44625 , 63.50583 , 94.061 , 37.954 , "518.4+/-92.5" , "590.1+/-136.7" , "553+/-56.5" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G094.07+37.93" , "-" , "-" , "-" , -9.9
598 , "PCCS1 070 G340.22-00.22 " ,, 252.18417 , -45.21667 , 340.22299 , -0.218 , "5812.6+/-926.6" , "1.7e+4+/-1469.1" , "1.4e+4+/-702.4" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G340.28-00.22" , "-" , "-" , "-" , -9.9
599 , "PCCS1 070 G349.62+07.60 " ,, 252.18875 , -33.01889 , 349.616 , 7.596 , "756.1+/-152.8" , "773.6+/-250.3" , "41.3+/-110.1" , "1343.9+/-223.4" , 1.4 , "Yes" , 0 , 2 , " " , "36.6+/-0.5" , "14.7+/-2.9" , "134.9+/-7.4" , 23.2
600 , "PCCS1 070 G342.03+00.55 " ,, 252.97417 , -43.33361 , 342.03201 , 0.552 , "1.2e+4+/-2806.1" , "4379.7+/-3341.9" , "8265.1+/-923.2" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
601 , "PCCS1 070 G341.21-00.33 " ,, 253.2025 , -44.53028 , 341.21201 , -0.335 , "3588.2+/-767" , "8032.3+/-2297.6" , "1.4e+4+/-702.4" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G341.25-00.34" , "-" , "-" , "-" , -9.9
602 , "PCCS1 070 G342.35+00.38 " ,, 253.44042 , -43.19833 , 342.35199 , 0.375 , "1.1e+4+/-2675.1" , "6670+/-4329.6" , "1.7e+4+/-740.9" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
603 , "PCCS1 070 G340.81-01.03 " ,, 253.605 , -45.2775 , 340.81299 , -1.028 , "1.4e+4+/-598.6" , "1.6e+4+/-1040.5" , "1.4e+4+/-702.4" , "1.7e+4+/-2325.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G340.81-01.02" , "17.3+/-2.4" , "13.6+/-1.9" , "173.4+/-23.2" , 15.3
604 , "PCCS1 070 G344.73+01.80 " ,, 253.96375 , -40.45278 , 344.73199 , 1.799 , "1.3e+4+/-2642.2" , "1.1e+4+/-1945.7" , "2.4e+4+/-1609.3" , "4.9e+4+/-4787.8" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G344.85+01.77" , "54+/-2.6" , "22+/-2.6" , "37.4+/-4.3" , 34.5
605 , "PCCS1 070 G026.72+28.65 " ,, 254.54833 , 7.70111 , 26.715 , 28.645 , "1484.7+/-166.4" , "1307.7+/-211.8" , "1288.3+/-102.8" , "1887.1+/-204.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G026.68+28.63" , "17.7+/-2" , "15.5+/-1.7" , "136.2+/-32.3" , 16.6
606 , "PCCS1 070 G345.32+01.42 " ,, 254.83542 , -40.2325 , 345.31799 , 1.416 , "3.1e+4+/-2747.7" , "2.7e+4+/-5874.8" , "2.4e+4+/-1609.3" , "1.3e+5+/-1538.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G345.37+01.43" , "43.2+/-0.6" , "34.4+/-0.5" , "29+/-2.1" , 38.6
607 , "PCCS1 070 G343.48-00.04 " ,, 254.84667 , -42.57556 , 343.48199 , -0.04 , "9073.5+/-408.2" , "1.7e+4+/-2003.8" , "1.7e+4+/-740.9" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G343.46-00.04" , "-" , "-" , "-" , -9.9
608 , "PCCS1 070 G343.15-00.41 " ,, 254.97125 , -43.06333 , 343.155 , -0.413 , "2258.2+/-533" , "2506.3+/-3152.7" , "1.7e+4+/-740.9" , "-" , 1.4 , "Not available" , 0 , 0 , " " , "-" , "-" , "-" , -9.9
609 , "PCCS1 070 G099.58+35.21 " ,, 255.02083 , 68.51111 , 99.576 , 35.207 , "924.6+/-83" , "950.4+/-123.2" , "939.9+/-47.8" , "1108.7+/-145.4" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G099.57+35.22" , "21+/-2.8" , "13+/-1.7" , "68.7+/-10.7" , 16.5
610 , "PCCS1 070 G356.70+09.74 " ,, 255.22875 , -26.18972 , 356.69901 , 9.737 , "997.4+/-175.3" , "829.1+/-273" , "878+/-106.8" , "1647.5+/-238.9" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G356.69+09.75" , "24.3+/-3.7" , "17.1+/-2.6" , "61.2+/-16.6" , 20.4
611 , "PCCS1 070 G332.84-08.74 " ,, 255.46708 , -56.28222 , 332.84299 , -8.742 , "728+/-155.5" , "897+/-227" , "1006.1+/-94.7" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G332.82-08.76" , "-" , "-" , "-" , -9.9
612 , "PCCS1 070 G314.72-21.04 " ,, 255.865 , -77.63917 , 314.724 , -21.035 , "657.9+/-161.9" , "440.3+/-236.7" , "819.3+/-110.6" , "303.8+/-113.4" , 1.4 , "No" , 0 , 2 , " " , "14.8+/-5.7" , "7+/-2.6" , "82.5+/-19" , 10.2
613 , "PCCS1 070 G328.11-12.43 " ,, 255.89208 , -62.21556 , 328.10999 , -12.432 , "1706.5+/-158.1" , "1801.9+/-233" , "1820.3+/-100.6" , "4897.7+/-298.4" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G328.11-12.44" , "29.9+/-1.9" , "24.4+/-1.6" , "135.2+/-12.2" , 27
614 , "PCCS1 070 G345.48+00.36 " ,, 256.0575 , -40.75083 , 345.478 , 0.364 , "1.3e+4+/-3058.1" , "8679.7+/-1359.4" , "2.4e+4+/-1609.3" , "-" , 1.4 , "Not available" , 0 , 1 , " " , "-" , "-" , "-" , -9.9
615 , "PCCS1 070 G345.61-00.01 " ,, 256.55333 , -40.87028 , 345.60999 , -0.007 , "2.0e+4+/-3075.3" , "1.5e+4+/-2220.9" , "2.6e+4+/-613.3" , "6.9e+4+/-2991.7" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G345.59-00.03" , "54.9+/-1.7" , "22.3+/-1.1" , "174.6+/-1.9" , 35
616 , "PCCS1 070 G025.52+24.96 " ,, 257.35917 , 5.06444 , 25.519 , 24.955 , "702.4+/-153.7" , "601.3+/-205.7" , "449.3+/-101.6" , "530.3+/-155.6" , 1.4 , "No" , 0 , 0 , " " , "17.6+/-5.3" , "11.7+/-3.5" , "78.1+/-28.7" , 14.4
617 , "PCCS1 070 G345.42-00.92 " ,, 257.37708 , -41.57278 , 345.41901 , -0.924 , "4.1e+4+/-2809.5" , "2.8e+4+/-1042.2" , "2.6e+4+/-613.3" , "2.4e+4+/-1743" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G345.40-00.95" , "15.8+/-1.2" , "11.8+/-0.9" , "0.7+/-10.1" , 13.7
618 , "PCCS1 070 G023.42+23.64 " ,, 257.61875 , 2.76361 , 23.425 , 23.644 , "818.3+/-170.3" , "855.3+/-279.3" , "627.6+/-102" , "914.1+/-180.9" , 1.4 , "No" , 0 , 0 , " " , "28.9+/-0.6" , "11.7+/-2.7" , "110.8+/-9" , 18.4
619 , "PCCS1 070 G347.62+00.20 " ,, 257.905 , -39.13806 , 347.61801 , 0.196 , "1.1e+4+/-788.8" , "1.9e+4+/-2311.9" , "1.7e+4+/-705.4" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G347.60+00.20" , "-" , "-" , "-" , -9.9
620 , "PCCS1 070 G099.27+33.76 " ,, 259.02333 , 68.60694 , 99.27 , 33.763 , "561+/-93.2" , "600.7+/-169.3" , "593.6+/-58.4" , "574+/-78.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G099.27+33.74" , "15.5+/-2.2" , "13+/-1.8" , "174+/-32.2" , 14.2
621 , "PCCS1 070 G349.11+00.05 " ,, 259.16917 , -38.01611 , 349.10599 , 0.051 , "1.6e+4+/-3363.4" , "1.2e+4+/-1000" , "4.2e+4+/-1237.7" , "3.5e+4+/-3130.3" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G349.13+00.02" , "49.4+/-2.7" , "20.2+/-2.1" , "12.9+/-4" , 31.6
622 , "PCCS1 070 G039.47+28.08 " ,, 259.80458 , 17.69639 , 39.467 , 28.076 , "768.6+/-151.4" , "419.4+/-247" , "156.6+/-86.7" , "239.2+/-92.8" , 1.4 , "No" , 0 , 2 , " " , "17.4+/-0.2" , "7+/-3.2" , "134.7+/-17.4" , 11
623 , "PCCS1 070 G348.74-01.03 " ,, 260.02458 , -38.93889 , 348.737 , -1.028 , "7.0e+4+/-2986.5" , "4.4e+4+/-2708.5" , "4.2e+4+/-1237.7" , "7.2e+4+/-1670.6" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G348.72-01.03" , "22.7+/-0.6" , "17.6+/-0.4" , "174.3+/-3.9" , 20
624 , "PCCS1 070 G351.35+00.70 " ,, 260.12583 , -35.80694 , 351.353 , 0.696 , "9.0e+4+/-1324.9" , "1.5e+5+/-6057.6" , "1.3e+5+/-3807.8" , "2.3e+5+/-1859.5" , 1.4 , "Yes" , 0 , 2 , "PLCKERC070 G351.32+00.69" , "27.1+/-0.2" , "17+/-0.1" , "171.1+/-0.7" , 21.5
625 , "PCCS1 070 G021.23+19.62 " ,, 260.14917 , -0.96583 , 21.231 , 19.625 , "2077.8+/-154.8" , "2157.7+/-302" , "2002.4+/-106" , "1934.4+/-183.6" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G021.20+19.64" , "18.1+/-1.8" , "13.5+/-1.3" , "27.3+/-13" , 15.6
626 , "PCCS1 070 G349.85-00.56 " ,, 260.33917 , -37.755 , 349.85001 , -0.555 , "7612.4+/-995.1" , "9592.9+/-1214.1" , "3.7e+4+/-1688.8" , "1.2e+4+/-1678.8" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G349.83-00.56" , "18.4+/-2.7" , "15.3+/-2.3" , "123.9+/-32.2" , 16.8
627 , "PCCS1 070 G032.18+24.31 " ,, 260.66 , 10.20083 , 32.181 , 24.312 , "1078.9+/-153.7" , "897+/-226" , "972.8+/-99.8" , "741.6+/-140.2" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G032.23+24.29" , "14.2+/-2.7" , "9.9+/-1.9" , "135.4+/-20.9" , 11.8
628 , "PCCS1 070 G351.58+00.19 " ,, 260.8025 , -35.90861 , 351.58099 , 0.187 , "1.5e+4+/-1753.1" , "1.3e+4+/-810.7" , "1.3e+5+/-3807.8" , "-" , 1.4 , "Not available" , 0 , 2 , "PLCKERC070 G351.60+00.17" , "-" , "-" , "-" , -9.9
629 , "PCCS1 070 G326.97-15.81 " ,, 260.87458 , -64.99306 , 326.97299 , -15.807 , "1137.3+/-151.4" , "1255.4+/-272.5" , "1191.1+/-97.6" , "1350.7+/-155.7" , 1.4 , "No" , 0 , 2 , "PLCKERC070 G326.97-15.81" , "19.7+/-2.3" , "13.5+/-1.6" , "127.6+/-12.2" , 16.3
630 , "PCCS1 070 G108.64+31.29 " ,, 260.98708 , 76.86444 , 108.644 , 31.292 , "721.5+/-123.6" , "479.4+/-166.6" , "309+/-77" , "798.4+/-177" , 1.4 , "Yes" , 0 , 2 , " " , "41.4+/-2.6" , "17+/-4.5" , "45.1+/-10.1" , 26.5
